"objective_1","objective_2"
"-0.5927713513374329","-0.2877766788005829"
"1.4986695051193237","-0.5087948441505432"
"60.8475456237793","-2.5685150623321533"
"-0.06971986591815948","-0.31876569986343384"
"32.95673370361328","-1.4481379985809326"
"10.656248092651367","-1.2390732765197754"
"83.10562133789062","-3.9010181427001953"
"51.0407829284668","-1.996824860572815"
"-0.620173454284668","-0.21741800010204315"
"75.76484680175781","-2.6787142753601074"
"111.25273132324219","-4.936507225036621"
"0.1869390606880188","-0.36996448040008545"
"2.3722259998321533","-0.9756292104721069"
