"objective_1","objective_2"
"125.42134094238281","-3.41230845451355"
"106.3153305053711","-3.3097081184387207"
"135.02203369140625","-4.5367302894592285"
"105.659423828125","-2.5777416229248047"
"30.111114501953125","-1.0284346342086792"
"0.16999180614948273","-0.10964787006378174"
"55.90546417236328","-1.447054386138916"
"82.66360473632812","-2.1298677921295166"
"130.83175659179688","-3.9465458393096924"
"24.61849594116211","-0.970173180103302"
"126.85697937011719","-3.7152085304260254"
"8.038185119628906","-0.6098980903625488"
"67.1999282836914","-1.6825268268585205"
"1.144340991973877","-0.3327324390411377"
"38.418636322021484","-1.2487688064575195"
"46.676658630371094","-1.4021971225738525"
"0.20158657431602478","-0.2197229117155075"
"34.36481475830078","-1.1940463781356812"
"58.738929748535156","-1.66950261592865"
"14.130287170410156","-0.8684202432632446"
"3.9010748863220215","-0.4264535903930664"
"11.343530654907227","-0.7557682991027832"
"0.17858293652534485","-0.13106045126914978"
"1.1091922521591187","-0.2666287124156952"
"22.388042449951172","-0.8699615597724915"
"8.747591018676758","-0.7548555135726929"
"75.57018280029297","-2.035912036895752"
