"objective_1","objective_2"
"0.6170350313186646","-0.2676298916339874"
"62.0360221862793","-2.073422431945801"
"22.7550048828125","-0.9372184872627258"
"57.212158203125","-1.663628339767456"
"1.133189082145691","-0.36292728781700134"
"88.26091766357422","-2.735492467880249"
"50.37956619262695","-1.389617681503296"
"-0.05255018547177315","-0.19099251925945282"
"35.597084045410156","-1.2368700504302979"
"34.8593864440918","-1.0392948389053345"
"0.2951223850250244","-0.20901231467723846"
"60.788490295410156","-1.713866949081421"
"-0.09986193478107452","-0.18816661834716797"
"98.89913177490234","-3.4598922729492188"
"3.588186740875244","-0.4957767426967621"
"28.278512954711914","-0.9437648057937622"
"45.33843231201172","-1.3796905279159546"
"13.173957824707031","-0.7104161381721497"
"67.6572494506836","-2.2717127799987793"
"2.9528632164001465","-0.4018317759037018"
"87.02781677246094","-2.4789180755615234"
"53.52655792236328","-1.5809662342071533"
"9.906259536743164","-0.7099217176437378"
"8.574322700500488","-0.6019860506057739"
