"objective_1","objective_2"
"0.10488267242908478","-0.22824987769126892"
"38.34900665283203","-1.5701290369033813"
"35.57050704956055","-1.399981141090393"
"29.085031509399414","-1.0709755420684814"
"18.593191146850586","-0.95667964220047"
"11.393366813659668","-0.8008753061294556"
"13.559025764465332","-0.9104019403457642"
"80.00304412841797","-32.34782791137695"
"19.955760955810547","-0.9658941030502319"
"9.101055145263672","-0.7402437925338745"
"47.35176467895508","-18.693857192993164"
"0.11796168982982635","-0.40943604707717896"
"28.472415924072266","-1.0437167882919312"
"1.1181952953338623","-0.42581143975257874"
"67.6556625366211","-24.28586196899414"
"-0.09518913179636002","-0.11062522232532501"
"12.942834854125977","-0.8489897847175598"
"58.162559509277344","-22.332324981689453"
"9.098226547241211","-0.596095621585846"
"54.70684814453125","-18.70029067993164"
