"objective_1","objective_2"
"4.947083473205566","-0.534726619720459"
"57.3525276184082","-1.5340054035186768"
"87.40985870361328","-1.8841928243637085"
"1.7786407470703125","-0.4193645417690277"
"52.69997024536133","-1.5088117122650146"
"49.40763473510742","-1.4398400783538818"
"17.40400505065918","-0.8523505926132202"
"0.20277003943920135","-0.23342359066009521"
"44.41999435424805","-1.2495099306106567"
"89.3624038696289","-1.9697414636611938"
"-0.3769775927066803","-0.19435222446918488"
"70.62753295898438","-1.5591974258422852"
"0.5443323850631714","-0.2802508473396301"
"84.18380737304688","-1.6456286907196045"
"31.17388916015625","-1.1685893535614014"
"0.1862412393093109","-0.20394162833690643"
"92.70829010009766","-2.1406688690185547"
"0.48676353693008423","-0.2611619830131531"
"104.65950775146484","-2.2624316215515137"
"93.51924133300781","-2.1458072662353516"
